TXNAME	GENEID
try-3	try-3
try-4	try-4
try-5	try-5
try-6	try-6
tsn-1	tsn-1
tsp-1	tsp-1
tsp-3	tsp-3
tsp-6	tsp-6
tsp-7	tsp-7
tsp-8	tsp-8
tsp-9	tsp-9
tsp-11	tsp-11
tsp-12	tsp-12
tsp-13	tsp-13
tsp-14	tsp-14
tsp-15	tsp-15
tsp-16	tsp-16
tsp-17	tsp-17
tsp-18	tsp-18
tsp-19	tsp-19
tsp-20	tsp-20
tsr-1	tsr-1
ttb-1	ttb-1
tth-1	tth-1
ttx-1	ttx-1
ttx-3	ttx-3
tub-1	tub-1
twk-1	twk-1
twk-2	twk-2
twk-3	twk-3
twk-4	twk-4
twk-5	twk-5
twk-7	twk-7
twk-8	twk-8
twk-9	twk-9
twk-10	twk-10
twk-11	twk-11
twk-12	twk-12
twk-13	twk-13
twk-14	twk-14
twk-16	twk-16
twk-17	twk-17
twk-18	twk-18
twk-23	twk-23
twk-24	twk-24
twk-25	twk-25
twk-28	twk-28
twk-29	twk-29
twk-30	twk-30
twk-31	twk-31
twk-32	twk-32
twk-35	twk-35
twk-36	twk-36
twk-37	twk-37
twk-39	twk-39
twk-40	twk-40
twk-42	twk-42
twk-43	twk-43
twk-44	twk-44
twk-46	twk-46
uaf-1	uaf-1
uaf-2	uaf-2
uba-1	uba-1
uba-2	uba-2
ubc-1	ubc-1
ubc-3	ubc-3
ubc-6	ubc-6
ubc-7	ubc-7
ubc-8	ubc-8
ubc-9	ubc-9
ubc-12	ubc-12
ubc-13	ubc-13
ubc-14	ubc-14
ubc-15	ubc-15
ubc-16	ubc-16
ubc-17	ubc-17
ubc-18	ubc-18
ubc-19	ubc-19
ubc-20	ubc-20
ubc-23	ubc-23
ubc-24	ubc-24
ubc-25	ubc-25
ubh-1	ubh-1
ubh-4	ubh-4
ubl-1	ubl-1
ubl-5	ubl-5
ubq-1	ubq-1
ubq-2	ubq-2
ucp-4	ucp-4
uev-1	uev-1
ufd-1	ufd-1
ufd-2	ufd-2
ula-1	ula-1
ulp-1	ulp-1
ulp-2	ulp-2
ulp-3	ulp-3
ulp-4	ulp-4
ulp-5	ulp-5
unc-1	unc-1
unc-2	unc-2
unc-3	unc-3
unc-4	unc-4
unc-5	unc-5
unc-6	unc-6
unc-7	unc-7
unc-8	unc-8
unc-9	unc-9
unc-10	unc-10
unc-11	unc-11
unc-13	unc-13
unc-14	unc-14
unc-15	unc-15
unc-16	unc-16
unc-18	unc-18
unc-22	unc-22
unc-23	unc-23
unc-24	unc-24
unc-25	unc-25
unc-26	unc-26
unc-27	unc-27
unc-29	unc-29
unc-30	unc-30
unc-31	unc-31
unc-32	unc-32
unc-33	unc-33
unc-34	unc-34
tln-1	tln-1
unc-36	unc-36
unc-37	unc-37
unc-38	unc-38
unc-39	unc-39
unc-40	unc-40
unc-41	unc-41
unc-42	unc-42
unc-43	unc-43
unc-44	unc-44
unc-45	unc-45
unc-46	unc-46
unc-47	unc-47
unc-49	unc-49
unc-50	unc-50
unc-51	unc-51
unc-52	unc-52
unc-53	unc-53
unc-55	unc-55
unc-57	unc-57
unc-58	unc-58
unc-59	unc-59
unc-60	unc-60
unc-61	unc-61
unc-62	unc-62
unc-63	unc-63
unc-64	unc-64
unc-68	unc-68
unc-69	unc-69
unc-70	unc-70
unc-71	unc-71
unc-73	unc-73
unc-75	unc-75
unc-76	unc-76
unc-77	unc-77
unc-79	unc-79
unc-80	unc-80
unc-82	unc-82
unc-83	unc-83
unc-84	unc-84
unc-86	unc-86
unc-87	unc-87
unc-89	unc-89
unc-93	unc-93
unc-94	unc-94
unc-95	unc-95
unc-96	unc-96
unc-97	unc-97
unc-98	unc-98
unc-101	unc-101
unc-103	unc-103
unc-104	unc-104
unc-105	unc-105
unc-108	unc-108
unc-112	unc-112
unc-115	unc-115
unc-119	unc-119
unc-120	unc-120
unc-122	unc-122
unc-129	unc-129
unc-130	unc-130
usp-14	usp-14
cal-5	cal-5
pnk-4	pnk-4
gyg-1	gyg-1
npr-16	npr-16
slcf-2	slcf-2
vab-1	vab-1
vab-2	vab-2
vab-3	vab-3
vab-7	vab-7
vab-8	vab-8
vab-9	vab-9
vab-10	vab-10
vab-15	vab-15
vab-19	vab-19
vap-1	vap-1
vav-1	vav-1
vbh-1	vbh-1
pfd-3	pfd-3
vem-1	vem-1
spon-1	spon-1
vha-1	vha-1
vha-4	vha-4
vha-5	vha-5
vha-6	vha-6
vha-7	vha-7
vha-8	vha-8
vha-9	vha-9
vha-10	vha-10
vha-11	vha-11
vhl-1	vhl-1
vhp-1	vhp-1
vig-1	vig-1
vps-26	vps-26
vps-34	vps-34
vps-35	vps-35
vps-54	vps-54
vars-1	vars-1
glp-4	glp-4
wah-1	wah-1
wnk-1	wnk-1
wrk-1	wrk-1
wrm-1	wrm-1
wrn-1	wrn-1
wars-1	wars-1
prx-10	prx-10
wrt-1	wrt-1
wrt-2	wrt-2
wrt-3	wrt-3
wrt-5	wrt-5
wrt-6	wrt-6
wrt-9	wrt-9
wrt-10	wrt-10
wsp-1	wsp-1
wve-1	wve-1
xbp-1	xbp-1
xbx-1	xbx-1
xnp-1	xnp-1
xpa-1	xpa-1
xrn-2	xrn-2
yars-2	yars-2
zag-1	zag-1
zak-1	zak-1
zen-4	zen-4
zfp-1	zfp-1
zhp-3	zhp-3
zif-1	zif-1
zig-1	zig-1
zig-5	zig-5
zig-6	zig-6
zig-7	zig-7
zig-8	zig-8
zmp-1	zmp-1
zyg-1	zyg-1
zyg-9	zyg-9
zyg-11	zyg-11
zyg-12	zyg-12
zyx-1	zyx-1
tufm-1	tufm-1
tufm-2	tufm-2
npr-3	npr-3
mak-2	mak-2
rfp-1	rfp-1
wwp-1	wwp-1
alx-1	alx-1
mdt-1.2	mdt-1.2
mdt-4	mdt-4
mdt-8	mdt-8
mdt-10	mdt-10
mdt-11	mdt-11
mdt-15	mdt-15
mdt-17	mdt-17
mdt-18	mdt-18
mdt-20	mdt-20
immp-1	immp-1
mdt-22	mdt-22
mdt-27	mdt-27
plin-1	plin-1
mdt-29	mdt-29
mdt-31	mdt-31
trr-1	trr-1
mys-1	mys-1
epc-1	epc-1
tag-180	tag-180
pbrm-1	pbrm-1
algn-10	algn-10
cpna-5	cpna-5
pgap-2	pgap-2
nfx-1	nfx-1
utp-20	utp-20
chd-7	chd-7
scpl-1	scpl-1
tag-196	tag-196
crn-7	crn-7
dmd-6	dmd-6
vps-52	vps-52
wht-6	wht-6
2L52.1	2L52.1
4R79.2	4R79.2
cTel55X.1	cTel55X.1
AC3.5	AC3.5
B0001.3	B0001.3
B0001.4	B0001.4
B0001.7	B0001.7
B0001.8	B0001.8
B0024.3	B0024.3
B0024.4	B0024.4
trx-2	trx-2
asps-1	asps-1
B0024.11	B0024.11
B0024.13	B0024.13
crm-1	crm-1
B0024.15	B0024.15
znf-207	znf-207
B0035.3	B0035.3
pfd-4	pfd-4
gspd-1	gspd-1
sart-3	sart-3
B0035.13	B0035.13
B0035.15	B0035.15
mttu-1	mttu-1
B0198.2	B0198.2
spe-42	spe-42
npp-22	npp-22
calf-1	calf-1
B0250.5	B0250.5
dhcr-7	dhcr-7
memb-1	memb-1
B0272.3	B0272.3
B0272.4	B0272.4
cdk-12	cdk-12
B0285.3	B0285.3
lcmt-1	lcmt-1
B0285.6	B0285.6
mnp-1	mnp-1
pitr-4	pitr-4
ttr-18	ttr-18
B0334.3	B0334.3
B0334.4	B0334.4
B0334.5	B0334.5
B0334.6	B0334.6
B0334.13	B0334.13
dhc-3	dhc-3
B0379.1	B0379.1
rbg-3	rbg-3
B0393.3	B0393.3
B0393.4	B0393.4
B0393.5	B0393.5
B0393.6	B0393.6
B0393.7	B0393.7
mboa-1	mboa-1
B0395.3	B0395.3
kcnl-1	kcnl-1
B0457.2	B0457.2
B0457.6	B0457.6
ctr-9	ctr-9
nlp-36	nlp-36
B0464.6	B0464.6
B0464.9	B0464.9
pigm-1	pigm-1
lgc-20	lgc-20
B0491.5	B0491.5
B0491.6	B0491.6
B0491.7	B0491.7
thoc-7	thoc-7
B0513.4	B0513.4
prdh-1	prdh-1
vamp-8	vamp-8
exos-4.1	exos-4.1
B0564.2	B0564.2
B0564.7	B0564.7
agmo-1	agmo-1
BE10.4	BE10.4
C01A2.2	C01A2.2
oxa-1	oxa-1
C01A2.4	C01A2.4
tads-1	tads-1
nlp-38	nlp-38
cpna-3	cpna-3
C01F6.9	C01F6.9
C01G6.3	C01G6.3
C01G6.4	C01G6.4
C01G6.5	C01G6.5
acs-7	acs-7
C01G6.9	C01G6.9
C01G10.7	C01G10.7
ahsa-1	ahsa-1
C01G10.9	C01G10.9
C01G10.10	C01G10.10
C01G12.3	C01G12.3
C01G12.7	C01G12.7
catp-4	catp-4
mlt-2	mlt-2
C01H6.3	C01H6.3
C01H6.4	C01H6.4
cnnm-4	cnnm-4
swsn-9	swsn-9
C01H6.8	C01H6.8
olrn-1	olrn-1
lron-3	lron-3
jud-4	jud-4
C02F4.4	C02F4.4
C03A3.1	C03A3.1
C03A3.2	C03A3.2
C03A3.3	C03A3.3
C03C10.2	C03C10.2
rei-1	rei-1
C03C10.7	C03C10.7
C03C11.1	C03C11.1
C03D6.1	C03D6.1
lab-1	lab-1
C03H12.1	C03H12.1
C04A11.1	C04A11.1
C04A11.2	C04A11.2
gck-4	gck-4
C04C11.1	C04C11.1
arrd-25	arrd-25
C04F12.5	C04F12.5
C04F12.8	C04F12.8
ttr-39	ttr-39
C04H4.1	C04H4.1
C04H5.1	C04H5.1
nlp-41	nlp-41
C05A9.2	C05A9.2
C05B5.4	C05B5.4
C05B5.5	C05B5.5
C05B5.8	C05B5.8
C05C9.1	C05C9.1
C05C9.2	C05C9.2
C05C10.3	C05C10.3
C05C10.5	C05C10.5
ufd-3	ufd-3
C05C10.7	C05C10.7
C05C12.4	C05C12.4
C05C12.5	C05C12.5
C05C12.6	C05C12.6
C05D12.1	C05D12.1
C05E7.1	C05E7.1
C05E7.2	C05E7.2
C05E7.3	C05E7.3
frpr-2	frpr-2
C05G5.1	C05G5.1
C05G5.2	C05G5.2
C05G5.3	C05G5.3
C05G5.5	C05G5.5
C06A1.2	C06A1.2
rpb-6	rpb-6
C06A12.3	C06A12.3
lact-6	lact-6
C06A12.8	C06A12.8
C06B3.7	C06B3.7
C06B8.7	C06B8.7
C06C3.3	C06C3.3
swt-3	swt-3
atp-5	atp-5
C06H2.2	C06H2.2
jmjd-5	jmjd-5
folt-1	folt-1
glb-3	glb-3
lmtr-3	lmtr-3
C06H2.7	C06H2.7
C06H5.6	C06H5.6
dcar-1	dcar-1
tiar-3	tiar-3
C07A4.3	C07A4.3
clec-162	clec-162
bud-31	bud-31
ugt-60	ugt-60
set-3	set-3
best-5	best-5
C07A9.9	C07A9.9
C07B5.2	C07B5.2
C07B5.3	C07B5.3
C07B5.4	C07B5.4
C07B5.6	C07B5.6
C07C7.1	C07C7.1
stip-1	stip-1
pro-2	pro-2
C07E3.3	C07E3.3
ceh-58	ceh-58
C07E3.9	C07E3.9
C07E3.10	C07E3.10
C07H4.1	C07H4.1
C08B6.5	C08B6.5
wdr-20	wdr-20
C08B6.8	C08B6.8
C08B6.10	C08B6.10
swsn-7	swsn-7
arp-6	arp-6
algn-6	algn-6
C08B11.9	C08B11.9
pfd-1	pfd-1
C08F8.2	C08F8.2
C08F8.3	C08F8.3
mboa-4	mboa-4
C08F8.6	C08F8.6
ctsa-3.2	ctsa-3.2
vgln-1	vgln-1
algn-8	algn-8
C08H9.15	C08H9.15
C09E9.1	C09E9.1
C09F9.2	C09F9.2
glna-1	glna-1
C09F12.2	C09F12.2
C09F12.3	C09F12.3
C09G1.4	C09G1.4
C09G1.5	C09G1.5
dph-2	dph-2
C09G5.7	C09G5.7
mks-5	mks-5
C09G9.1	C09G9.1
npp-23	npp-23
C09G9.3	C09G9.3
C09G9.5	C09G9.5
npax-4	npax-4
nasp-1	nasp-1
glb-4	glb-4
C09H10.9	C09H10.9
nbs-1	nbs-1
pezo-1	pezo-1
C10C5.7	C10C5.7
wht-2	wht-2
catp-8	catp-8
C10C6.7	C10C6.7
del-8	del-8
C11E4.6	C11E4.6
C11E4.8	C11E4.8
C11G10.1	C11G10.1
C11H1.2	C11H1.2
C11H1.3	C11H1.3
C11H1.5	C11H1.5
C11H1.7	C11H1.7
cbl-1	cbl-1
fubl-1	fubl-1
daf-36	daf-36
C13B4.1	C13B4.1
nhr-154	nhr-154
C13C4.4	C13C4.4
spin-1	spin-1
C13C4.6	C13C4.6
C13C4.7	C13C4.7
C13C12.2	C13C12.2
C13G3.1	C13G3.1
pptr-2	pptr-2
dohh-1	dohh-1
algn-9	algn-9
C14A4.6	C14A4.6
C14A4.7	C14A4.7
C14A4.8	C14A4.8
C14A4.9	C14A4.9
ccm-3	ccm-3
C14A4.12	C14A4.12
C14A4.13	C14A4.13
mrps-22	mrps-22
C14B1.2	C14B1.2
dph-1	dph-1
C14B1.8	C14B1.8
C14B1.9	C14B1.9
alkb-8	alkb-8
C14B4.2	C14B4.2
C14C10.1	C14C10.1
C14C10.2	C14C10.2
ril-2	ril-2
mma-1	mma-1
C14C10.5	C14C10.5
erg-28	erg-28
ttr-43	ttr-43
zipt-13	zipt-13
C14H10.2	C14H10.2
C14H10.3	C14H10.3
C15A7.2	C15A7.2
C15C6.1	C15C6.1
C15C6.2	C15C6.2
C15C6.3	C15C6.3
C15C6.4	C15C6.4
xbx-9	xbx-9
hrg-7	hrg-7
C15C8.4	C15C8.4
C15C8.5	C15C8.5
C15C8.6	C15C8.6
C15C8.7	C15C8.7
gnrr-2	gnrr-2
rpoa-12	rpoa-12
rrbs-1	rrbs-1
C15H11.10	C15H11.10
C15H11.11	C15H11.11
ocrl-1	ocrl-1
C16C2.4	C16C2.4
C16C10.1	C16C10.1
C16C10.2	C16C10.2
C16C10.4	C16C10.4
rnf-121	rnf-121
ccdc-55	ccdc-55
C16C10.8	C16C10.8
C16C10.13	C16C10.13
C16D2.1	C16D2.1
npr-4	npr-4
dhhc-7	dhhc-7
C17D12.5	C17D12.5
C17D12.7	C17D12.7
marc-3	marc-3
C17E4.6	C17E4.6
nkb-1	nkb-1
C17E4.10	C17E4.10
C17G1.2	C17G1.2
nra-3	nra-3
C17G1.5	C17G1.5
cysl-1	cysl-1
seb-3	seb-3
C18B12.4	C18B12.4
C18B12.6	C18B12.6
C18D11.1	C18D11.1
maa-1	maa-1
C18D11.3	C18D11.3
C18E9.2	C18E9.2
C18E9.4	C18E9.4
C18E9.5	C18E9.5
tomm-40	tomm-40
C18E9.7	C18E9.7
C18E9.8	C18E9.8
C18E9.9	C18E9.9
sftd-3	sftd-3
tram-1	tram-1
qns-1	qns-1
C24H11.5	C24H11.5
mdt-21	mdt-21
C25A1.1	C25A1.1
fath-1	fath-1
rsa-1	rsa-1
lid-1	lid-1
mrpl-34	mrpl-34
C25D7.5	C25D7.5
otub-1	otub-1
C25D7.10	C25D7.10
C25D7.15	C25D7.15
C25G4.2	C25G4.2
C25G4.3	C25G4.3
C26C6.4	C26C6.4
C26C6.6	C26C6.6
glb-8	glb-8
C26C6.8	C26C6.8
C26C6.9	C26C6.9
C26D10.3	C26D10.3
C26D10.4	C26D10.4
C26D10.6	C26D10.6
C26E1.1	C26E1.1
C26E1.2	C26E1.2
ceh-79	ceh-79
syg-2	syg-2
C26G2.2	C26G2.2
wdfy-3	wdfy-3
C27A7.1	C27A7.1
C27A7.5	C27A7.5
C27A7.8	C27A7.8
C27B7.2	C27B7.2
rad-26	rad-26
C27B7.5	C27B7.5
C27B7.6	C27B7.6
C27B7.7	C27B7.7
C27B7.9	C27B7.9
C27C12.4	C27C12.4
acd-3	acd-3
dmd-4	dmd-4
C27D8.2	C27D8.2
C27D8.3	C27D8.3
C27D8.4	C27D8.4
ruvb-1	ruvb-1
tofu-1	tofu-1
C27H6.8	C27H6.8
C28D4.10	C28D4.10
nrx-1	nrx-1
C29A12.6	C29A12.6
trpa-1	trpa-1
cutl-27	cutl-27
best-7	best-7
C29F4.3	C29F4.3
C30F2.2	C30F2.2
C30F2.3	C30F2.3
C30F2.4	C30F2.4
C30F2.5	C30F2.5
C30H6.5	C30H6.5
dlat-2	dlat-2
C30H6.8	C30H6.8
C30H6.9	C30H6.9
trh-1	trh-1
C31C9.2	C31C9.2
C31E10.5	C31E10.5
C31E10.6	C31E10.6
cytb-5.1	cytb-5.1
tbc-19	tbc-19
C31H5.1	C31H5.1
C31H5.4	C31H5.4
C31H5.5	C31H5.5
C31H5.6	C31H5.6
mrps-31	mrps-31
rilp-1	rilp-1
C32A9.1	C32A9.1
kvs-2	kvs-2
C32C4.3	C32C4.3
nfki-1	nfki-1
C33A11.2	C33A11.2
C33A12.1	C33A12.1
C33A12.3	C33A12.3
ethe-1	ethe-1
C33A12.19	C33A12.19
C33B4.4	C33B4.4
C33B4.5	C33B4.5
C33D9.3	C33D9.3
lgc-21	lgc-21
C33G3.4	C33G3.4
C33G3.5	C33G3.5
C34B4.2	C34B4.2
C34B4.3	C34B4.3
C34B7.1	C34B7.1
C34B7.2	C34B7.2
cyp-36A1	cyp-36A1
mys-4	mys-4
C34C6.3	C34C6.3
C34C6.4	C34C6.4
sphk-1	sphk-1
cup-16	cup-16
pph-6	pph-6
C34C12.4	C34C12.4
rsu-1	rsu-1
C34C12.6	C34C12.6
C34C12.7	C34C12.7
C34C12.8	C34C12.8
C34C12.9	C34C12.9
dmd-10	dmd-10
dmd-11	dmd-11
C34D1.4	C34D1.4
zip-5	zip-5
C34E7.3	C34E7.3
C34E7.4	C34E7.4
C34E11.2	C34E11.2
C34E11.4	C34E11.4
C34F6.1	C34F6.1
C34F6.5	C34F6.5
C34F6.7	C34F6.7
idh-2	idh-2
C34F6.9	C34F6.9
C34F6.11	C34F6.11
C35A5.4	C35A5.4
dmsr-8	dmsr-8
C35A5.8	C35A5.8
hda-11	hda-11
gcp-2.2	gcp-2.2
selt-1.1	selt-1.1
trpp-9	trpp-9
C35C5.8	C35C5.8
C35C5.10	C35C5.10
C36A4.4	C36A4.4
acs-19	acs-19
rpb-3	rpb-3
prp-4	prp-4
dhfr-1	dhfr-1
gls-1	gls-1
C36B1.9	C36B1.9
imp-1	imp-1
C36E8.1	C36E8.1
glb-11	glb-11
pxd-1	pxd-1
C36E8.4	C36E8.4
irx-1	irx-1
swah-1	swah-1
C36H8.1	C36H8.1
best-8	best-8
C37A5.7	C37A5.7
idhb-1	idhb-1
C38C6.3	C38C6.3
sre-13	sre-13
tag-297	tag-297
slc-17.2	slc-17.2
C38C10.3	C38C10.3
tag-325	tag-325
metl-5	metl-5
tbc-8	tbc-8
C38H2.2	C38H2.2
C38H2.3	C38H2.3
C39B10.1	C39B10.1
lgc-41	lgc-41
C39B10.5	C39B10.5
scl-6	scl-6
C39E9.7	C39E9.7
C39E9.8	C39E9.8
spin-2	spin-2
prcc-1	prcc-1
C39E9.12	C39E9.12
C40H1.3	C40H1.3
ttr-5	ttr-5
ufc-1	ufc-1
C40H1.7	C40H1.7
C40H5.2	C40H5.2
lact-7	lact-7
chst-1	chst-1
lron-4	lron-4
ctns-1	ctns-1
C41C4.9	C41C4.9
C41G7.3	C41G7.3
C41G7.7	C41G7.7
npr-18	npr-18
C43F9.4	C43F9.4
C43F9.5	C43F9.5
nkb-2	nkb-2
C43F9.7	C43F9.7
lgc-43	lgc-43
vps-50	vps-50
C44B9.2	C44B9.2
C44B9.3	C44B9.3
athp-1	athp-1
com-1	com-1
C44C10.9	C44C10.9
C44F1.1	C44F1.1
lron-1	lron-1
C44H4.4	C44H4.4
C44H4.6	C44H4.6
C44H4.8	C44H4.8
aspm-1	aspm-1
C46C2.2	C46C2.2
C46C2.6	C46C2.6
gsr-1	gsr-1
madf-8	madf-8
C46F11.4	C46F11.4
C46F11.5	C46F11.5
C46F11.6	C46F11.6
ent-4	ent-4
srab-12	srab-12
C47B2.2	C47B2.2
gale-1	gale-1
efsc-1	efsc-1
C47B2.9	C47B2.9
C47D12.2	C47D12.2
sfxn-1.4	sfxn-1.4
xpf-1	xpf-1
C47E8.1	C47E8.1
C47E8.3	C47E8.3
C47E8.4	C47E8.4
gasr-8	gasr-8
C47E8.9	C47E8.9
C47E12.2	C47E12.2
C47E12.3	C47E12.3
pyp-1	pyp-1
mam-2	mam-2
rrp-1	rrp-1
C47E12.10	C47E12.10
C47E12.12	C47E12.12
C47G2.4	C47G2.4
saps-1	saps-1
acox-1.5	acox-1.5
C48B4.3	C48B4.3
C48B4.8	C48B4.8
C48B4.13	C48B4.13
C48D5.3	C48D5.3
rin-1	rin-1
C49A1.10	C49A1.10
ceh-88	ceh-88
C49C3.8	C49C3.8
C49C3.9	C49C3.9
C49C3.11	C49C3.11
clec-197	clec-197
C49C3.15	C49C3.15
C49F5.7	C49F5.7
C49F5.8	C49F5.8
C49F8.1	C49F8.1
C49F8.3	C49F8.3
nasp-2	nasp-2
C50B6.3	C50B6.3
C50B6.7	C50B6.7
C50B6.9	C50B6.9
lgc-48	lgc-48
slrp-1	slrp-1
nuaf-1	nuaf-1
C50B8.4	C50B8.4
C50B8.5	C50B8.5
C50B8.6	C50B8.6
C50F4.1	C50F4.1
pfk-1.2	pfk-1.2
tag-329	tag-329
C50F4.4	C50F4.4
C50F4.8	C50F4.8
C50F4.9	C50F4.9
C50F4.10	C50F4.10
C50F4.12	C50F4.12
nstp-10	nstp-10
C50F4.16	C50F4.16
fshr-1	fshr-1
ceh-75	ceh-75
C50H2.13	C50H2.13
srsx-30	srsx-30
C51E3.6	C51E3.6
C51E3.9	C51E3.9
C51E3.10	C51E3.10
glb-12	glb-12
mans-2	mans-2
C52E4.7	C52E4.7
C52G5.2	C52G5.2
C52G5.3	C52G5.3
ril-1	ril-1
C53A5.2	C53A5.2
kcnl-4	kcnl-4
C53A5.13	C53A5.13
suex-2	suex-2
C53B4.2	C53B4.2
C53B4.3	C53B4.3
C53B4.4	C53B4.4
nstp-1	nstp-1
mltn-12	mltn-12
npr-10	npr-10
acc-2	acc-2
C53D6.4	C53D6.4
C53D6.7	C53D6.7
C53D6.8	C53D6.8
C54C6.5	C54C6.5
C54C6.6	C54C6.6
C54D10.3	C54D10.3
C54D10.4	C54D10.4
C54D10.5	C54D10.5
C54D10.9	C54D10.9
C54D10.10	C54D10.10
ncs-5	ncs-5
C54E10.6	C54E10.6
rskn-2	rskn-2
C54G4.2	C54G4.2
C54G4.4	C54G4.4
C54G4.5	C54G4.5
dod-18	dod-18
C54G4.7	C54G4.7
C54G4.9	C54G4.9
slc-25A29	slc-25A29
ttll-5	ttll-5
C55A6.7	C55A6.7
pafo-1	pafo-1
C55A6.10	C55A6.10
C55A6.11	C55A6.11
ttr-44	ttr-44
frpr-5	frpr-5
C56A3.4	C56A3.4
C56A3.6	C56A3.6
C56A3.8	C56A3.8
C56G7.3	C56G7.3
D1025.1	D1025.1
ints-7	ints-7
cfim-2	cfim-2
D1046.2	D1046.2
slc-25A26	slc-25A26
D1046.4	D1046.4
tpra-1	tpra-1
D1053.3	D1053.3
D1053.4	D1053.4
D1054.1	D1054.1
D1054.3	D1054.3
D1054.5	D1054.5
D1054.9	D1054.9
ule-3	ule-3
secs-1	secs-1
prp-38	prp-38
D1081.4	D1081.4
D1081.7	D1081.7
cdc-5L	cdc-5L
zhp-2	zhp-2
D1086.1	D1086.1
D1086.2	D1086.2
D1086.3	D1086.3
D1086.8	D1086.8
D2005.3	D2005.3
D2005.4	D2005.4
drh-3	drh-3
D2005.6	D2005.6
csa-1	csa-1
D2013.6	D2013.6
ttll-12	ttll-12
D2023.3	D2023.3
D2023.4	D2023.4
mpst-1	mpst-1
D2023.6	D2023.6
mans-1	mans-1
D2030.2	D2030.2
D2030.3	D2030.3
D2030.4	D2030.4
mce-1	mce-1
D2030.8	D2030.8
wdr-23	wdr-23
D2030.12	D2030.12
D2045.5	D2045.5
D2045.7	D2045.7
D2045.8	D2045.8
D2045.9	D2045.9
atg-10	atg-10
eif-2Bepsilon	eif-2Bepsilon
etc-1	etc-1
piga-1	piga-1
D2085.7	D2085.7
marc-2	marc-2
D2089.3	D2089.3
glna-2	glna-2
DH11.2	DH11.2
DH11.5	DH11.5
mfb-1	mfb-1
DY3.8	DY3.8
E01B7.2	E01B7.2
pde-3	pde-3
tbc-14	tbc-14
E01G4.3	E01G4.3
E01G4.6	E01G4.6
E01G6.1	E01G6.1
E01G6.2	E01G6.2
mrps-5	mrps-5
E02A10.3	E02A10.3
E02A10.4	E02A10.4
E02H1.1	E02H1.1
eral-1	eral-1
E02H1.5	E02H1.5
E02H1.6	E02H1.6
mrpl-53	mrpl-53
E02H4.2	E02H4.2
eif-2A	eif-2A
E04D5.2	E04D5.2
cut-4	cut-4
E04D5.5	E04D5.5
ugt-44	ugt-44
F01D4.5	F01D4.5
bgnt-1.1	bgnt-1.1
F01D5.6	F01D5.6
cyp-37A1	cyp-37A1
skih-2	skih-2
F01G4.4	F01G4.4
pigq-1	pigq-1
tkt-1	tkt-1
F01G10.6	F01G10.6
lipl-7	lipl-7
F01G10.9	F01G10.9
F01G10.10	F01G10.10
F02A9.1	F02A9.1
F02C12.1	F02C12.1
irld-2	irld-2
F02D8.1	F02D8.1
F02D8.4	F02D8.4
nlp-59	nlp-59
F02E9.1	F02E9.1
F02E9.5	F02E9.5
F02E9.7	F02E9.7
dpt-1	dpt-1
F02E9.10	F02E9.10
F07A5.2	F07A5.2
scav-6	scav-6
F07A5.4	F07A5.4
F07A11.1	F07A11.1
F07A11.4	F07A11.4
F07A11.5	F07A11.5
din-1	din-1
lgc-36	lgc-36
F07C6.2	F07C6.2
F07C6.4	F07C6.4
F07D3.3	F07D3.3
F07H5.7	F07H5.7
F07H5.8	F07H5.8
F07H5.10	F07H5.10
kcnl-2	kcnl-2
prmn-1	prmn-1
F08G2.4	F08G2.4
F08G2.7	F08G2.7
F08G2.8	F08G2.8
dsb-1	dsb-1
acl-13	acl-13
F08G5.3	F08G5.3
ugt-65	ugt-65
F08G12.1	F08G12.1
F08G12.5	F08G12.5
nlp-57	nlp-57
spin-3	spin-3
F09A5.2	F09A5.2
mob-2	mob-2
F09B9.4	F09B9.4
F09B9.5	F09B9.5
mlt-9	mlt-9
dhhc-1	dhhc-1
F09B12.3	F09B12.3
F09B12.5	F09B12.5
F09C3.2	F09C3.2
F09C8.1	F09C8.1
F09C8.2	F09C8.2
spe-43	spe-43
crld-1	crld-1
nlp-79	nlp-79
F10B5.2	F10B5.2
F10B5.3	F10B5.3
pch-2	pch-2
ints-11	ints-11
tmem-138	tmem-138
F10C2.3	F10C2.3
F10C2.4	F10C2.4
F10C2.5	F10C2.5
F10D11.2	F10D11.2
F10D11.3	F10D11.3
F10D11.6	F10D11.6
pfas-1	pfas-1
lips-3	lips-3
lron-5	lron-5
nubp-1	nubp-1
ercc-1	ercc-1
F10G8.8	F10G8.8
F10G8.9	F10G8.9
acs-14	acs-14
eif-2Bdelta	eif-2Bdelta
lex-1	lex-1
mig-32	mig-32
mon-2	mon-2
F11A10.5	F11A10.5
F11A10.6	F11A10.6
rbm-34	rbm-34
F11C1.1	F11C1.1
mff-1	mff-1
scav-4	scav-4
F11C1.4	F11C1.4
vwa-8	vwa-8
gba-3	gba-3
F11E6.3	F11E6.3
F11E6.4	F11E6.4
F11E6.6	F11E6.6
F11E6.8	F11E6.8
F11E6.9	F11E6.9
F11E6.10	F11E6.10
F11F1.1	F11F1.1
ttr-52	ttr-52
F12F6.1	F12F6.1
F12F6.7	F12F6.7
F13A7.1	F13A7.1
F13A7.7	F13A7.7
sre-36	sre-36
F13B12.1	F13B12.1
F13B12.2	F13B12.2
F13B12.3	F13B12.3
F13B12.6	F13B12.6
F13D2.1	F13D2.1
