TXNAME	GENEID
Y50E8A.12	Y50E8A.12
Y51A2B.4	Y51A2B.4
ints-5	ints-5
Y51A2D.13	Y51A2D.13
grdn-1	grdn-1
Y51A2D.18	Y51A2D.18
Y51B9A.5	Y51B9A.5
Y51B9A.6	Y51B9A.6
cup-14	cup-14
Y51H1A.3	Y51H1A.3
ing-3	ing-3
mcd-1	mcd-1
Y51H4A.1	Y51H4A.1
zip-7	zip-7
Y51H4A.7	Y51H4A.7
Y51H4A.8	Y51H4A.8
Y51H4A.15	Y51H4A.15
sta-1	sta-1
Y51H4A.23	Y51H4A.23
spe-38	spe-38
impt-1	impt-1
Y52B11A.3	Y52B11A.3
Y52B11A.4	Y52B11A.4
Y52B11A.8	Y52B11A.8
dxbp-1	dxbp-1
Y52B11A.10	Y52B11A.10
Y52B11B.1	Y52B11B.1
pigl-1	pigl-1
strd-1	strd-1
rga-2	rga-2
Y53C10A.5	Y53C10A.5
Y53C10A.6	Y53C10A.6
Y53C12A.3	Y53C12A.3
Y53C12A.7	Y53C12A.7
Y53C12B.1	Y53C12B.1
pno-1	pno-1
cutl-2	cutl-2
Y53C12B.7	Y53C12B.7
eyg-1	eyg-1
Y53F4B.1	Y53F4B.1
pole-4	pole-4
nsun-5	nsun-5
Y53F4B.9	Y53F4B.9
Y53F4B.11	Y53F4B.11
Y53F4B.12	Y53F4B.12
Y53F4B.13	Y53F4B.13
Y53F4B.14	Y53F4B.14
Y53F4B.18	Y53F4B.18
Y53F4B.19	Y53F4B.19
Y53F4B.20	Y53F4B.20
Y53F4B.21	Y53F4B.21
arp-1	arp-1
Y53F4B.23	Y53F4B.23
Y53F4B.24	Y53F4B.24
Y53F4B.25	Y53F4B.25
Y53F4B.27	Y53F4B.27
Y53F4B.39	Y53F4B.39
rsy-1	rsy-1
Y53H1A.2	Y53H1A.2
cutl-10	cutl-10
Y53H1B.2	Y53H1B.2
npr-34	npr-34
smg-9	smg-9
Y54E2A.4	Y54E2A.4
Y54E2A.5	Y54E2A.5
Y54E2A.7	Y54E2A.7
Y54E2A.8	Y54E2A.8
Y54E2A.10	Y54E2A.10
tbc-20	tbc-20
ttm-5	ttm-5
Y54E5A.2	Y54E5A.2
Y54E5A.5	Y54E5A.5
dus-2	dus-2
Y54E5A.7	Y54E5A.7
Y54E5A.8	Y54E5A.8
Y54E5B.2	Y54E5B.2
zipt-2.3	zipt-2.3
Y54G9A.5	Y54G9A.5
bub-3	bub-3
Y54G9A.7	Y54G9A.7
Y54G9A.9	Y54G9A.9
Y54G11A.1	Y54G11A.1
Y54G11A.2	Y54G11A.2
Y54G11A.3	Y54G11A.3
ddl-3	ddl-3
Y54G11A.9	Y54G11A.9
Y54G11A.11	Y54G11A.11
dmsr-6	dmsr-6
Y55D9A.2	Y55D9A.2
Y56A3A.2	Y56A3A.2
Y56A3A.6	Y56A3A.6
tsen-2	tsen-2
Y56A3A.16	Y56A3A.16
Y56A3A.18	Y56A3A.18
Y56A3A.19	Y56A3A.19
trap-4	trap-4
Y56A3A.22	Y56A3A.22
Y56A3A.28	Y56A3A.28
ung-1	ung-1
Y56A3A.30	Y56A3A.30
Y56A3A.31	Y56A3A.31
Y56A3A.33	Y56A3A.33
tric-1B.1	tric-1B.1
Y57A10A.13	Y57A10A.13
Y57A10A.14	Y57A10A.14
polg-1	polg-1
trpp-5	trpp-5
rsr-2	rsr-2
sinh-1	sinh-1
txdc-12.1	txdc-12.1
Y57A10A.24	Y57A10A.24
parn-2	parn-2
Y57A10A.26	Y57A10A.26
Y57A10A.27	Y57A10A.27
tric-1B.2	tric-1B.2
Y57A10A.29	Y57A10A.29
aqp-12	aqp-12
marc-5	marc-5
Y57A10B.7	Y57A10B.7
sre-27	sre-27
daf-22	daf-22
tag-273	tag-273
Y57G11A.4	Y57G11A.4
Y57G11A.5	Y57G11A.5
Y57G11B.2	Y57G11B.2
Y57G11B.5	Y57G11B.5
Y57G11B.6	Y57G11B.6
Y57G11C.3	Y57G11C.3
vti-1	vti-1
Y57G11C.8	Y57G11C.8
Y57G11C.9	Y57G11C.9
nuo-3	nuo-3
sec-61.A	sec-61.A
hhat-2	hhat-2
Y57G11C.22	Y57G11C.22
Y57G11C.23	Y57G11C.23
Y57G11C.32	Y57G11C.32
Y57G11C.33	Y57G11C.33
mrps-7	mrps-7
Y57G11C.36	Y57G11C.36
anoh-2	anoh-2
Y57G11C.38	Y57G11C.38
Y57G11C.39	Y57G11C.39
Y57G11C.42	Y57G11C.42
Y57G11C.43	Y57G11C.43
Y57G11C.44	Y57G11C.44
nlp-56	nlp-56
Y57G11C.46	Y57G11C.46
Y57G11C.48	Y57G11C.48
phf-14	phf-14
tcc-1	tcc-1
prp-6	prp-6
nova-1	nova-1
slr-2	slr-2
lon-8	lon-8
Y59A8B.21	Y59A8B.21
snx-6	snx-6
gck-3	gck-3
Y60A3A.8	Y60A3A.8
tmed-4	tmed-4
fars-2	fars-2
algn-7	algn-7
Y60A3A.19	Y60A3A.19
Y60A3A.21	Y60A3A.21
Y60A3A.23	Y60A3A.23
Y60A9.1	Y60A9.1
srsx-25	srsx-25
Y62E10A.6	Y62E10A.6
emc-3	emc-3
Y62E10A.13	Y62E10A.13
gcl-1	gcl-1
Y62E10A.19	Y62E10A.19
Y62F5A.9	Y62F5A.9
Y62H9A.1	Y62H9A.1
Y62H9A.2	Y62H9A.2
Y62H9A.5	Y62H9A.5
ule-5	ule-5
Y62H9A.7	Y62H9A.7
Y62H9A.8	Y62H9A.8
Y62H9A.9	Y62H9A.9
Y62H9A.10	Y62H9A.10
Y62H9A.12	Y62H9A.12
tdpt-1	tdpt-1
Y63D3A.7	Y63D3A.7
ilcr-1	ilcr-1
Y64G10A.7	Y64G10A.7
Y65A5A.1	Y65A5A.1
Y65A5A.2	Y65A5A.2
Y66A7A.2	Y66A7A.2
Y66A7A.4	Y66A7A.4
Y66A7A.7	Y66A7A.7
Y66D12A.3	Y66D12A.3
Y66D12A.6	Y66D12A.6
Y66D12A.7	Y66D12A.7
Y66D12A.8	Y66D12A.8
Y66D12A.9	Y66D12A.9
Y66D12A.10	Y66D12A.10
ztf-29	ztf-29
Y66D12A.13	Y66D12A.13
nrps-1	nrps-1
xpb-1	xpb-1
Y66D12A.16	Y66D12A.16
such-1	such-1
Y66D12A.19	Y66D12A.19
Y66D12A.21	Y66D12A.21
nars-2	nars-2
Y66D12A.24	Y66D12A.24
ssu-2	ssu-2
Y67A10A.7	Y67A10A.7
paqr-3	paqr-3
Y67A10A.9	Y67A10A.9
Y67A10A.10	Y67A10A.10
cpsf-3	cpsf-3
Y67H2A.2	Y67H2A.2
micu-1	micu-1
kdp-1	kdp-1
Y67H2A.7	Y67H2A.7
Y67H2A.10	Y67H2A.10
Y69E1A.5	Y69E1A.5
Y69E1A.8	Y69E1A.8
Y69H2.1	Y69H2.1
Y69H2.7	Y69H2.7
Y69H2.10	Y69H2.10
col-42	col-42
Y70C5A.2	Y70C5A.2
Y70D2A.1	Y70D2A.1
hex-5	hex-5
Y70G10A.2	Y70G10A.2
Y70G10A.3	Y70G10A.3
Y71A12C.2	Y71A12C.2
Y73F4A.1	Y73F4A.1
Y73F4A.2	Y73F4A.2
Y73F4A.3	Y73F4A.3
lgc-52	lgc-52
Y73F8A.5	Y73F8A.5
best-21	best-21
Y73F8A.24	Y73F8A.24
ntl-11	ntl-11
Y73F8A.26	Y73F8A.26
acr-24	acr-24
cest-12	cest-12
lonp-2	lonp-2
lron-12	lron-12
Y75B8A.6	Y75B8A.6
Y75B8A.7	Y75B8A.7
Y75B8A.8	Y75B8A.8
lury-1	lury-1
Y75B8A.13	Y75B8A.13
Y75B8A.14	Y75B8A.14
Y75B8A.16	Y75B8A.16
gmn-1	gmn-1
Y75B8A.18	Y75B8A.18
Y75B8A.23	Y75B8A.23
Y75B8A.24	Y75B8A.24
Y75B8A.31	Y75B8A.31
Y75B8A.33	Y75B8A.33
Y75B12B.3	Y75B12B.3
lron-13	lron-13
acs-5	acs-5
Y76A2B.4	Y76A2B.4
Y76A2B.5	Y76A2B.5
scav-2	scav-2
Y79H2A.3	Y79H2A.3
ceh-51	ceh-51
cyp-42A1	cyp-42A1
Y80D3A.9	Y80D3A.9
nlp-42	nlp-42
gcn-2	gcn-2
Y81G3A.4	Y81G3A.4
Y87G2A.1	Y87G2A.1
Y87G2A.2	Y87G2A.2
atg-4.1	atg-4.1
gpi-1	gpi-1
vps-28	vps-28
eipr-1	eipr-1
Y87G2A.13	Y87G2A.13
Y87G2A.16	Y87G2A.16
soem-1	soem-1
Y87G2A.18	Y87G2A.18
Y95D11A.1	Y95D11A.1
cand-1	cand-1
Y102F5A.1	Y102F5A.1
Y105C5A.8	Y105C5A.8
Y105C5A.15	Y105C5A.15
daf-38	daf-38
Y105C5B.9	Y105C5B.9
Y105E8A.1	Y105E8A.1
Y105E8A.2	Y105E8A.2
Y105E8A.3	Y105E8A.3
tcab-1	tcab-1
hpo-13	hpo-13
Y105E8A.11	Y105E8A.11
catp-1	catp-1
Y105E8A.14	Y105E8A.14
ekl-4	ekl-4
yars-1	yars-1
Y105E8A.20	Y105E8A.20
Y105E8A.21	Y105E8A.21
rpom-1	rpom-1
Y105E8A.25	Y105E8A.25
zoo-1	zoo-1
Y105E8A.27	Y105E8A.27
exoc-8	exoc-8
riok-2	riok-2
bath-40	bath-40
hprt-1	hprt-1
Y105E8B.6	Y105E8B.6
Y105E8B.7	Y105E8B.7
Y105E8B.9	Y105E8B.9
mekk-3	mekk-3
epg-8	epg-8
dsbn-1	dsbn-1
Y106G6D.4	Y106G6D.4
Y106G6D.6	Y106G6D.6
rbm-12	rbm-12
Y106G6E.4	Y106G6E.4
csnk-1	csnk-1
Y106G6G.1	Y106G6G.1
dlc-6	dlc-6
Y106G6G.4	Y106G6G.4
Y106G6H.1	Y106G6H.1
pdpr-1	pdpr-1
Y106G6H.6	Y106G6H.6
Y106G6H.8	Y106G6H.8
Y106G6H.14	Y106G6H.14
ska-1	ska-1
Y106G6H.16	Y106G6H.16
sql-1	sql-1
aakg-1	aakg-1
Y111B2A.10	Y111B2A.10
Y111B2A.12	Y111B2A.12
gtf-2A2	gtf-2A2
tpst-1	tpst-1
elpc-2	elpc-2
spin-4	spin-4
hut-1	hut-1
sas-1	sas-1
lgc-55	lgc-55
spe-19	spe-19
ssu-1	ssu-1
Y113G7A.14	Y113G7A.14
Y113G7A.16	Y113G7A.16
Y113G7B.11	Y113G7B.11
cdkr-3	cdkr-3
prmt-1	prmt-1
sld-5	sld-5
Y116A8B.4	Y116A8B.4
npr-32	npr-32
Y116A8C.3	Y116A8C.3
Y116A8C.9	Y116A8C.9
Y116A8C.10	Y116A8C.10
Y116A8C.13	Y116A8C.13
Y116A8C.23	Y116A8C.23
snx-13	snx-13
Y116A8C.27	Y116A8C.27
bca-2	bca-2
Y116A8C.30	Y116A8C.30
sfa-1	sfa-1
Y116A8C.40	Y116A8C.40
Y116F11A.6	Y116F11A.6
ZC15.5	ZC15.5
mlt-4	mlt-4
ZC84.1	ZC84.1
cls-3	cls-3
npr-29	npr-29
ZC84.6	ZC84.6
ZC84.7	ZC84.7
hhat-1	hhat-1
ZC116.1	ZC116.1
cubn-1	cubn-1
ZC168.2	ZC168.2
orc-5	orc-5
ZC247.1	ZC247.1
ZC247.2	ZC247.2
ZC334.7	ZC334.7
mlck-1	mlck-1
ZC373.5	ZC373.5
gnrr-3	gnrr-3
ZC374.2	ZC374.2
ints-2	ints-2
atfs-1	atfs-1
mppb-1	mppb-1
mans-4	mans-4
msa-1	msa-1
npr-13	npr-13
ZC434.3	ZC434.3
ZC434.4	ZC434.4
coa-6	coa-6
ZC434.8	ZC434.8
ZC434.9	ZC434.9
ZC443.1	ZC443.1
ZC443.2	ZC443.2
ZC443.3	ZC443.3
ZC443.4	ZC443.4
ZC455.1	ZC455.1
lgc-37	lgc-37
ZC504.1	ZC504.1
cdk-11.2	cdk-11.2
ZC506.1	ZC506.1
best-22	best-22
ghi-1	ghi-1
rad-23	rad-23
coa-7	coa-7
nep-1	nep-1
ZK131.11	ZK131.11
kri-1	kri-1
ZK265.3	ZK265.3
nol-16	nol-16
ZK265.7	ZK265.7
cutl-8	cutl-8
ZK287.1	ZK287.1
sulp-8	sulp-8
nlp-73	nlp-73
ZK287.4	ZK287.4
ztf-9	ztf-9
ZK287.7	ZK287.7
ZK287.9	ZK287.9
tep-1	tep-1
klu-1	klu-1
npr-9	npr-9
ZK455.5	ZK455.5
hizr-1	hizr-1
dos-1	dos-1
ZK512.1	ZK512.1
ZK512.2	ZK512.2
ZK512.4	ZK512.4
sec-16	sec-16
ZK512.10	ZK512.10
ZK524.4	ZK524.4
ZK550.2	ZK550.2
ZK550.3	ZK550.3
gtf-2E1	gtf-2E1
ZK550.6	ZK550.6
pyk-2	pyk-2
ZK593.2	ZK593.2
ZK593.3	ZK593.3
fic-1	fic-1
ZK596.1	ZK596.1
ZK596.2	ZK596.2
ZK596.3	ZK596.3
lips-6	lips-6
ZK632.2	ZK632.2
riok-3	riok-3
ZK632.4	ZK632.4
ZK632.5	ZK632.5
panl-3	panl-3
ZK632.11	ZK632.11
ZK632.12	ZK632.12
ZK632.14	ZK632.14
svop-1	svop-1
ZK637.2	ZK637.2
lnkn-1	lnkn-1
ZK637.4	ZK637.4
asna-1	asna-1
tpk-1	tpk-1
glb-1	glb-1
ZK637.14	ZK637.14
arrd-15	arrd-15
ZK643.2	ZK643.2
seb-2	seb-2
ZK643.5	ZK643.5
ZK643.6	ZK643.6
ZK662.2	ZK662.2
ZK666.8	ZK666.8
ZK666.11	ZK666.11
ZK666.12	ZK666.12
spv-1	spv-1
ZK669.2	ZK669.2
ZK669.3	ZK669.3
dbt-1	dbt-1
ZK669.5	ZK669.5
ZK673.2	ZK673.2
ZK673.6	ZK673.6
ZK673.11	ZK673.11
rev-1	rev-1
ZK675.4	ZK675.4
ZK757.1	ZK757.1
ZK757.2	ZK757.2
dhhc-4	dhhc-4
ZK792.1	ZK792.1
ZK792.4	ZK792.4
ZK792.5	ZK792.5
ZK792.7	ZK792.7
atg-4.2	atg-4.2
ipmk-1	ipmk-1
ZK795.2	ZK795.2
ZK795.3	ZK795.3
ZK809.3	ZK809.3
ZK809.5	ZK809.5
ZK809.8	ZK809.8
ZK822.1	ZK822.1
ZK822.2	ZK822.2
ZK822.5	ZK822.5
ZK829.3	ZK829.3
gdh-1	gdh-1
ZK829.7	ZK829.7
ZK829.9	ZK829.9
ogdh-2	ogdh-2
ZK836.3	ZK836.3
ZK849.1	ZK849.1
gopc-1	gopc-1
ZK856.5	ZK856.5
ZK856.6	ZK856.6
ZK856.7	ZK856.7
rpc-25	rpc-25
ZK856.11	ZK856.11
tftc-3	tftc-3
gld-4	gld-4
ZK858.2	ZK858.2
ZK858.5	ZK858.5
ZK858.6	ZK858.6
ZK858.7	ZK858.7
ZK858.8	ZK858.8
ZK863.1	ZK863.1
elpc-3	elpc-3
usip-1	usip-1
ZK863.8	ZK863.8
ZK892.3	ZK892.3
ZK892.5	ZK892.5
clec-187	clec-187
nstp-5	nstp-5
ZK899.1	ZK899.1
ZK899.7	ZK899.7
ZK909.3	ZK909.3
ZK909.6	ZK909.6
vps-15	vps-15
ZK930.2	ZK930.2
vab-23	vab-23
ZK938.3	ZK938.3
arrd-5	arrd-5
lact-2	lact-2
puf-12	puf-12
ZK945.6	ZK945.6
ZK945.7	ZK945.7
nep-26	nep-26
clpp-1	clpp-1
ZK970.8	ZK970.8
ZK971.1	ZK971.1
ZK1010.2	ZK1010.2
frg-1	frg-1
ZK1010.4	ZK1010.4
ZK1010.8	ZK1010.8
ZK1053.2	ZK1053.2
ZK1053.6	ZK1053.6
mmcm-1	mmcm-1
ZK1058.3	ZK1058.3
ccdc-47	ccdc-47
metl-6	metl-6
nit-1	nit-1
ZK1058.9	ZK1058.9
znfx-1	znfx-1
ZK1067.3	ZK1067.3
ZK1067.4	ZK1067.4
ZK1073.1	ZK1073.1
ZK1073.2	ZK1073.2
obr-3	obr-3
ZK1086.2	ZK1086.2
ZK1098.1	ZK1098.1
eif-2Balpha	eif-2Balpha
trpp-3	trpp-3
mrps-23	mrps-23
ZK1098.9	ZK1098.9
ZK1098.11	ZK1098.11
ZK1128.1	ZK1128.1
ZK1128.3	ZK1128.3
gtf-2H3	gtf-2H3
ttll-4	ttll-4
ZK1128.7	ZK1128.7
vps-29	vps-29
dcaf-1	dcaf-1
ZK1307.1	ZK1307.1
ZK1307.2	ZK1307.2
ZK1307.7	ZK1307.7
ZK1307.8	ZK1307.8
ZK1307.9	ZK1307.9
gstk-1	gstk-1
ZK1320.5	ZK1320.5
ZK1320.7	ZK1320.7
ZK1320.9	ZK1320.9
shk-1	shk-1
ZK1321.4	ZK1321.4
zipt-2.1	zipt-2.1
H40L08.2	H40L08.2
R13H4.2	R13H4.2
VM106R.1	VM106R.1
mdt-9	mdt-9
Y106G6D.5	Y106G6D.5
best-23	best-23
AC7.3	AC7.3
AH9.1	AH9.1
AH9.3	AH9.3
AH9.4	AH9.4
B0025.4	B0025.4
B0034.1	B0034.1
B0034.5	B0034.5
ain-2	ain-2
lmd-2	lmd-2
B0041.5	B0041.5
ptps-1	ptps-1
B0041.8	B0041.8
B0205.4	B0205.4
nfs-1	nfs-1
B0205.8	B0205.8
mrpl-9	mrpl-9
B0207.2	B0207.2
B0207.6	B0207.6
B0207.7	B0207.7
B0207.9	B0207.9
B0207.10	B0207.10
otpl-1	otpl-1
faah-1	faah-1
faah-2	faah-2
B0218.7	B0218.7
B0222.1	B0222.1
B0222.5	B0222.5
B0228.1	B0228.1
cpna-2	cpna-2
trx-1	trx-1
B0228.6	B0228.6
B0228.7	B0228.7
B0228.9	B0228.9
B0238.9	B0238.9
natc-2	natc-2
B0238.11	B0238.11
B0244.6	B0244.6
B0244.9	B0244.9
B0252.1	B0252.1
B0252.3	B0252.3
B0252.5	B0252.5
mrpl-47	mrpl-47
B0261.6	B0261.6
B0261.7	B0261.7
B0261.8	B0261.8
ggtb-1	ggtb-1
rpia-1	rpia-1
B0280.7	B0280.7
B0280.9	B0280.9
pot-1	pot-1
B0286.1	B0286.1
pacs-1	pacs-1
B0302.5	B0302.5
anmt-1	anmt-1
B0303.3	B0303.3
B0303.4	B0303.4
B0303.7	B0303.7
sdz-1	sdz-1
vps-33.1	vps-33.1
B0303.11	B0303.11
mrpl-11	mrpl-11
B0304.2	B0304.2
cyp-23A1	cyp-23A1
B0304.4	B0304.4
B0310.1	B0310.1
B0310.2	B0310.2
B0310.3	B0310.3
B0310.6	B0310.6
rbm-26	rbm-26
arle-14	arle-14
abi-1	abi-1
B0336.7	B0336.7
hpo-28	hpo-28
B0336.13	B0336.13
B0348.5	B0348.5
B0353.1	B0353.1
B0361.2	B0361.2
B0361.3	B0361.3
B0361.4	B0361.4
psd-1	psd-1
B0361.6	B0361.6
pho-5	pho-5
algn-11	algn-11
B0361.9	B0361.9
ykt-6	ykt-6
B0361.11	B0361.11
B0403.3	B0403.3
pdi-6	pdi-6
B0403.5	B0403.5
vang-1	vang-1
B0410.3	B0410.3
trpp-11	trpp-11
vps-51	vps-51
tmc-2	tmc-2
B0416.2	B0416.2
B0416.3	B0416.3
B0416.7	B0416.7
mrpl-41	mrpl-41
misc-1	misc-1
B0432.7	B0432.7
B0432.8	B0432.8
B0432.9	B0432.9
B0432.10	B0432.10
trul-1	trul-1
B0454.6	B0454.6
cdk-11.1	cdk-11.1
B0495.5	B0495.5
moa-2	moa-2
B0495.7	B0495.7
B0495.8	B0495.8
B0495.9	B0495.9
srtx-1	srtx-1
B0496.6	B0496.6
tes-1	tes-1
B0507.1	B0507.1
B0507.2	B0507.2
B0507.3	B0507.3
cutl-14	cutl-14
B0511.6	B0511.6
B0511.7	B0511.7
cdc-26	cdc-26
B0511.11	B0511.11
B0511.12	B0511.12
B0524.2	B0524.2
B0524.6	B0524.6
scl-23	scl-23
mai-2	mai-2
otub-4	otub-4
B0546.3	B0546.3
B0546.4	B0546.4
B0554.1	B0554.1
B0563.1	B0563.1
B0563.5	B0563.5
B0563.6	B0563.6
B0563.8	B0563.8
BE0003N10.1	BE0003N10.1
chin-1	chin-1
BE0003N10.3	BE0003N10.3
C01B10.3	C01B10.3
C01B10.8	C01B10.8
C01B10.9	C01B10.9
gmeb-1	gmeb-1
best-3	best-3
osta-1	osta-1
best-4	best-4
C01B12.8	C01B12.8
C01C4.2	C01C4.2
C01C4.3	C01C4.3
C01C10.2	C01C10.2
acl-12	acl-12
gtf-2F1	gtf-2F1
sco-1	sco-1
C01F1.3	C01F1.3
C01F1.4	C01F1.4
C01F1.5	C01F1.5
C01F1.6	C01F1.6
rga-6	rga-6
C01G5.5	C01G5.5
C01G5.7	C01G5.7
fan-1	fan-1
C01G8.1	C01G8.1
frpr-1	frpr-1
ivd-1	ivd-1
snpn-1	snpn-1
C02B10.3	C02B10.3
C02B10.4	C02B10.4
C02B10.5	C02B10.5
tyr-1	tyr-1
sup-18	sup-18
C02D5.2	C02D5.2
nra-4	nra-4
C02F5.2	C02F5.2
C02F5.3	C02F5.3
cids-1	cids-1
henn-1	henn-1
fbxl-1	fbxl-1
C02F5.10	C02F5.10
C02F5.12	C02F5.12
C02F5.13	C02F5.13
snet-1	snet-1
C02F12.5	C02F12.5
tag-278	tag-278
C02F12.8	C02F12.8
npr-19	npr-19
C03B1.2	C03B1.2
C03B1.6	C03B1.6
C03B1.7	C03B1.7
C03B1.9	C03B1.9
C03B1.13	C03B1.13
C03B8.3	C03B8.3
kcnl-3	kcnl-3
C03F11.2	C03F11.2
scav-1	scav-1
C03F11.4	C03F11.4
nstp-4	nstp-4
C03H5.3	C03H5.3
C03H5.5	C03H5.5
C03H5.6	C03H5.6
tbc-6	tbc-6
pdhb-1	pdhb-1
C04C3.6	C04C3.6
pac-1	pac-1
C04E6.4	C04E6.4
C04E6.7	C04E6.7
C04E6.8	C04E6.8
C04E6.11	C04E6.11
C04E6.12	C04E6.12
C04E6.13	C04E6.13
C04E7.3	C04E7.3
C04F5.2	C04F5.2
C04F5.8	C04F5.8
C04F5.9	C04F5.9
C04G6.4	C04G6.4
C05C8.1	C05C8.1
krr-1	krr-1
C05C8.5	C05C8.5
hpo-9	hpo-9
C05C8.7	C05C8.7
hyls-1	hyls-1
madf-11	madf-11
C05D2.8	C05D2.8
C05D2.10	C05D2.10
lmp-2	lmp-2
C05D9.3	C05D9.3
C05D9.7	C05D9.7
C05D9.9	C05D9.9
attf-4	attf-4
mapk-15	mapk-15
wht-1	wht-1
C05D10.4	C05D10.4
C05D11.1	C05D11.1
C05D11.5	C05D11.5
atgl-1	atgl-1
C05D11.8	C05D11.8
C05D11.9	C05D11.9
mrps-17	mrps-17
C05D11.13	C05D11.13
lnp-1	lnp-1
C05E11.3	C05E11.3
C05E11.6	C05E11.6
C05E11.7	C05E11.7
nhr-76	nhr-76
ints-1	ints-1
C06A5.2	C06A5.2
C06A5.3	C06A5.3
C06A6.2	C06A6.2
mvb-12	mvb-12
erp-44.2	erp-44.2
mthf-1	mthf-1
snpc-1.1	snpc-1.1
spdl-1	spdl-1
C06A8.6	C06A8.6
C06A8.8	C06A8.8
C06E1.1	C06E1.1
doxa-1	doxa-1
ztf-30	ztf-30
C06E1.9	C06E1.9
rha-2	rha-2
C06E2.1	C06E2.1
C06E4.2	C06E4.2
glb-2	glb-2
C06E4.8	C06E4.8
C06E7.2	C06E7.2
C06E7.4	C06E7.4
C06E8.5	C06E8.5
C06G1.1	C06G1.1
C06G1.2	C06G1.2
ain-1	ain-1
C06G3.5	C06G3.5
trxr-1	trxr-1
C06G3.8	C06G3.8
ufl-1	ufl-1
C06G4.4	C06G4.4
npr-17	npr-17
C07A12.2	C07A12.2
C07A12.7	C07A12.7
C07D8.6	C07D8.6
C07D10.1	C07D10.1
bath-44	bath-44
sre-3	sre-3
C07F11.2	C07F11.2
C07G1.6	C07G1.6
C07G3.10	C07G3.10
C07H6.2	C07H6.2
cls-1	cls-1
C07H6.4	C07H6.4
C07H6.9	C07H6.9
cyk-7	cyk-7
C08D8.1	C08D8.1
C08G5.6	C08G5.6
C08G9.1	C08G9.1
C08G9.2	C08G9.2
C09B8.3	C09B8.3
C09B8.8	C09B8.8
C09B9.1	C09B9.1
C09B9.2	C09B9.2
C09B9.4	C09B9.4
clec-89	clec-89
C09D4.1	C09D4.1
C09D4.2	C09D4.2
C09D4.4	C09D4.4
srxa-5	srxa-5
C09E8.1	C09E8.1
lips-7	lips-7
mlt-10	mlt-10
C09F5.1	C09F5.1
orai-1	orai-1
C09F5.3	C09F5.3
pkg-2	pkg-2
ceh-53	ceh-53
tsg-101	tsg-101
C09H5.7	C09H5.7
C10A4.2	C10A4.2
C10A4.3	C10A4.3
gad-2	gad-2
C10A4.7	C10A4.7
C10B5.1	C10B5.1
C10B5.3	C10B5.3
C10E2.2	C10E2.2
C10E2.5	C10E2.5
cpg-4	cpg-4
mcp-1	mcp-1
C10F3.7	C10F3.7
egal-1	egal-1
C10G8.2	C10G8.2
C10G8.3	C10G8.3
C10G8.8	C10G8.8
C10G11.6	C10G11.6
chdp-1	chdp-1
C10G11.8	C10G11.8
viln-1	viln-1
C10H11.7	C10H11.7
mlst-8	mlst-8
kca-1	kca-1
asp-9	asp-9
C11D2.3	C11D2.3
C11D2.4	C11D2.4
C11D2.7	C11D2.7
tiam-1	tiam-1
cyp-33A1	cyp-33A1
C12D12.1	C12D12.1
C12D12.3	C12D12.3
sox-4	sox-4
C13A10.1	C13A10.1
C13A10.2	C13A10.2
C13B9.2	C13B9.2
copd-1	copd-1
pdfr-1	pdfr-1
C13E3.1	C13E3.1
kxd-1	kxd-1
soap-1	soap-1
C13F10.5	C13F10.5
C13F10.6	C13F10.6
C13F10.7	C13F10.7
C14A11.2	C14A11.2
C14A11.5	C14A11.5
C14A11.6	C14A11.6
C14B9.2	C14B9.2
C14B9.3	C14B9.3
C14B9.8	C14B9.8
C14B9.10	C14B9.10
hex-2	hex-2
C14C11.4	C14C11.4
C14C11.7	C14C11.7
dct-1	dct-1
sfxn-2	sfxn-2
got-2.2	got-2.2
lrch-1	lrch-1
C14F11.4	C14F11.4
C14F11.6	C14F11.6
C15B12.1	C15B12.1
C15B12.4	C15B12.4
actl-1	actl-1
syx-6	syx-6
C15C7.4	C15C7.4
C15C7.5	C15C7.5
C15C7.7	C15C7.7
C15F1.1	C15F1.1
C15F1.2	C15F1.2
C15F1.5	C15F1.5
C15H9.2	C15H9.2
C15H9.3	C15H9.3
C15H9.4	C15H9.4
C15H9.5	C15H9.5
kynu-1	kynu-1
C15H9.9	C15H9.9
smrc-1	smrc-1
C16A3.2	C16A3.2
C16A3.4	C16A3.4
C16A3.5	C16A3.5
C16A3.6	C16A3.6
oatr-1	oatr-1
C16A11.2	C16A11.2
clec-135	clec-135
C16B8.2	C16B8.2
C16B8.3	C16B8.3
C16B8.4	C16B8.4
skpo-2	skpo-2
C16C8.18	C16C8.18
C16D9.1	C16D9.1
C16D9.6	C16D9.6
C16D9.8	C16D9.8
C16E9.1	C16E9.1
C16E9.2	C16E9.2
ncs-7	ncs-7
C16H3.3	C16H3.3
C17C3.1	C17C3.1
sre-9	sre-9
C17E7.4	C17E7.4
C17E7.13	C17E7.13
C17F4.2	C17F4.2
C17G10.1	C17G10.1
ttc-4	ttc-4
C17G10.7	C17G10.7
eif-3.L	eif-3.L
C17H11.1	C17H11.1
C17H11.2	C17H11.2
C17H11.5	C17H11.5
C17H11.6	C17H11.6
dyci-1	dyci-1
C17H12.2	C17H12.2
ceh-48	ceh-48
C17H12.10	C17H12.10
C17H12.11	C17H12.11
C17H12.12	C17H12.12
anat-1	anat-1
damt-1	damt-1
zipt-3	zipt-3
C18A3.3	C18A3.3
